ナンバリング,Places
50585,"京都市内の自宅・知人宅, 河原町・新京極方面, 御所周辺, 哲学の道周辺, 祇園方面, 京都市内の自宅・知人宅"
80215,"ＪＲ京都駅（在来線）, 哲学の道周辺, 銀閣寺周辺, その他ＪＲ駅"
320067,"京都市内の自宅・知人宅, 祇園方面, 御所周辺, 下鴨神社周辺, 祇園方面, 京都駅周辺, 京都市内の自宅・知人宅"
30476,"京阪駅, 清水寺周辺, 嵐山方面, 金閣寺周辺, 平安神宮周辺, 京阪駅"
180128,"ＪＲ京都駅（在来線）, 醍醐寺周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
300269,"ＪＲ京都駅（新幹線）, 河原町・新京極方面, 御所周辺, 祇園方面, 河原町・新京極方面, 不明"
310421,"ＪＲ京都駅（在来線）, 京都駅周辺, 松尾大社周辺, 嵐山方面, 京都駅周辺, ＪＲ京都駅（在来線）"
310736,"ＪＲ京都駅（在来線）, 河原町・新京極方面, 御所周辺, 北山通周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
330325,"京都市営地下鉄の駅, 御所周辺, 下鴨神社周辺, 京阪駅"
10499,"京阪駅, 祇園方面, 清水寺周辺, 祇園方面, 京阪駅"
200174,"京阪駅, 上賀茂神社周辺, 京都駅周辺, 祇園方面, 不明"
40033,"ＪＲ京都駅（在来線）, 東寺周辺, 金閣寺周辺, 河原町・新京極方面, 阪急駅"
310178,"ＪＲ京都駅（在来線）, 大徳寺周辺, ＪＲ京都駅（在来線）"
120142,"京都市内の宿泊施設, 京都駅周辺, 嵐山方面, 衣笠・御室方面, 衣笠・御室方面, 金閣寺周辺, 京都市内の宿泊施設"
280254,"京阪駅, 東福寺周辺, 清水寺周辺, 京阪駅"
70080,"京都市内の宿泊施設, 御所周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
50467,"京都市内の宿泊施設, 衣笠・御室方面, 花園方面, 北野天満宮周辺, 銀閣寺周辺, ＪＲ京都駅（新幹線）"
260026,"ＪＲ京都駅（在来線）, 伏見稲荷大社周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
220102,"阪急駅, 松尾大社周辺, 阪急駅"
210093,"ＪＲ京都駅（新幹線）, 御所周辺, 下鴨神社周辺, 平安神宮周辺, ＪＲ京都駅（新幹線）"
330154,"京阪駅, 御所周辺, 祇園方面, 河原町・新京極方面"
220203,"阪急駅, 松尾大社周辺, 河原町・新京極方面, 祇園方面, 哲学の道周辺, 具体的な地名"
270462,"国道１号大阪方面, 具体的な地名, 具体的な地名, 東福寺周辺, 具体的な地名, 不明"
10614,"ＪＲ京都駅（在来線）, 東福寺周辺, 清水寺周辺, 祇園方面, ＪＲ京都駅（新幹線）"
110260,"京都市内の宿泊施設, 具体的な地名, 不明"
220322,"ＪＲ京都駅（在来線）, 松尾大社周辺, 不明"
250257,"阪急駅, 河原町・新京極方面, 祇園方面, 清水寺周辺, 祇園方面, 河原町・新京極方面, 阪急駅"
250038,"ＪＲ京都駅（新幹線）, 祇園方面, 東福寺周辺, 祇園方面, 大徳寺周辺, 清水寺周辺"
311363,"ＪＲ京都駅（在来線）, 高雄方面, 高雄方面, ＪＲ京都駅（在来線）"
230072,"京都市内の宿泊施設, 高雄方面, 衣笠・御室方面, 祇園方面, ＪＲ京都駅（新幹線）"
240362,"阪急駅, 清水寺周辺, 具体的な地名, 河原町・新京極方面, 清水寺周辺, ＪＲ京都駅（在来線）, 不明"
200142,"京都市内の宿泊施設, 上賀茂神社周辺, 鞍馬方面, 二条城周辺, ＪＲ京都駅（新幹線）"
311229,None
70046,"京都市営地下鉄の駅, 平安神宮周辺, 平安神宮周辺, 河原町・新京極方面, 京都駅周辺, 不明"
350412,"阪急駅, 嵐山方面, 阪急駅"
80050,"京都市営地下鉄の駅, 哲学の道周辺, 修学院・詩仙堂周辺, 近鉄駅"
330197,"ＪＲ京都駅（在来線）, 東福寺周辺, 大原・八瀬方面, 祇園方面, 京都駅周辺, 京都駅周辺"
100322,"近鉄駅, 嵯峨野方面, 不明"
300650,"京都市内の宿泊施設, 京都駅周辺, 高雄方面, 衣笠・御室方面, 北野天満宮周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
310290,"ＪＲ京都駅（新幹線）, 光悦寺周辺, ＪＲ京都駅（在来線）"
330278,"阪急駅, 鞍馬方面, 河原町・新京極方面, 阪急駅"
340025,"阪急駅, 具体的な地名, 具体的な地名, 哲学の道周辺, 河原町・新京極方面, 阪急駅"
180127,"ＪＲ京都駅（在来線）, 醍醐寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
190107,"近鉄駅, 東寺周辺, 伏見周辺, 不明"
210231,"国道24号宇治奈良方面, 嵐山方面, 下鴨神社周辺, 清水寺周辺, 国道24号宇治奈良方面"
290024,"ＪＲ京都駅（在来線）, 具体的な地名, 不明"
210230,"国道24号宇治奈良方面, 嵐山方面, 下鴨神社周辺, 清水寺周辺, 不明"
290189,None
80216,None
290097,"具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名"
190318,"京都市内の自宅・知人宅, 京都駅周辺, 東寺周辺, 京都駅周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
50119,"京都市内の自宅・知人宅, 哲学の道周辺, 銀閣寺周辺, 三十三間堂周辺, 京都市内の自宅・知人宅"
190008,"ＪＲ京都駅（在来線）, 清水寺周辺, 哲学の道周辺, 平安神宮周辺, 河原町・新京極方面, 具体的な地名"
110339,"大原・八瀬方面, 大原・八瀬方面, 哲学の道周辺, 祇園方面, ＪＲ京都駅（新幹線）"
180218,"京都市内の自宅・知人宅, 三十三間堂周辺, 河原町・新京極方面, 醍醐寺周辺, 河原町・新京極方面, 京都市営地下鉄の駅"
110292,"ＪＲ京都駅（在来線）, 大原・八瀬方面, 京都駅周辺, 具体的な地名, ＪＲ京都駅（在来線）"
350160,"京都市内の自宅・知人宅, 嵯峨野方面, 二条城周辺, 祇園方面, 京都市内の自宅・知人宅"
70189,None
130371,"京都市内の自宅・知人宅, 具体的な地名, 具体的な地名, 銀閣寺周辺, 北野天満宮周辺, 具体的な地名, 具体的な地名, 不明"
350781,"ＪＲ京都駅（新幹線）, 清水寺周辺, 京都駅周辺, 金閣寺周辺, 河原町・新京極方面, 京都市内の宿泊施設"
40352,"ＪＲ京都駅（新幹線）, 祇園方面, 祇園方面, 祇園方面, 金閣寺周辺, 北野天満宮周辺, 京都市内の宿泊施設"
40187,"その他ＪＲ駅, 金閣寺周辺, 衣笠・御室方面, 嵐山方面, その他ＪＲ駅"
130354,"京都市内の宿泊施設, 大徳寺周辺, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 京都市内の宿泊施設"
300303,"ＪＲ京都駅（新幹線）, 河原町・新京極方面, 花園方面, 嵯峨野方面"
10797,"ＪＲ京都駅（在来線）, 清水寺周辺, 哲学の道周辺, 祇園方面, ＪＲ京都駅（在来線）"
220266,None
310474,"ＪＲ京都駅（在来線）, 河原町・新京極方面, 花園方面, 嵯峨野方面"
300212,"ＪＲ京都駅（新幹線）, 京都駅周辺, 東寺周辺, 御所周辺, 二条城周辺, 京都市内の宿泊施設"
300295,"ＪＲ京都駅（新幹線）, 河原町・新京極方面, 花園方面, 嵯峨野方面"
50207,"京都市内の自宅・知人宅, 哲学の道周辺, 平安神宮周辺, 京都市内の自宅・知人宅"
300476,"京都市内の宿泊施設, 御所周辺, 北山通周辺, 京都市内の宿泊施設"
130330,"京都市内の自宅・知人宅, 京都駅周辺, 二条駅周辺, 衣笠・御室方面, 京都駅周辺, 京都駅周辺"
300010,"ＪＲ京都駅（新幹線）, 河原町・新京極方面, 具体的な地名, 河原町・新京極方面"
190007,"ＪＲ京都駅（在来線）, 東寺周辺, 銀閣寺周辺, 哲学の道周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（在来線）"
250277,"不明, 祇園方面, 清水寺周辺, 不明"
350623,"近鉄駅, 修学院・詩仙堂周辺, 銀閣寺周辺, 清水寺周辺, 嵐山方面, 京都駅周辺, 近鉄駅"
90092,"ＪＲ京都駅（新幹線）, 三十三間堂周辺, 清水寺周辺, 祇園方面, 平安神宮周辺, 哲学の道周辺, 銀閣寺周辺, 宝ヶ池方面, 宝ヶ池方面"
290305,"京都市内の自宅・知人宅, 京都駅周辺, 北山通周辺, 具体的な地名, 祇園方面, 具体的な地名, 具体的な地名, 祇園方面, 京都市内の自宅・知人宅"
250376,"不明, 嵐山方面, 清水寺周辺, 具体的な地名, 祇園方面, 不明"
270496,"京都市営地下鉄の駅, 東福寺周辺, 具体的な地名"
310730,"京都市内の自宅・知人宅, 京都駅周辺, 具体的な地名, 京都駅周辺, 京都市内の自宅・知人宅"
240439,"ＪＲ京都駅（在来線）, 東福寺周辺, 清水寺周辺, 祇園方面, ＪＲ京都駅（新幹線）"
50474,"名神京都南インター, 金閣寺周辺, 銀閣寺周辺, 京都駅周辺, 名神京都南インター"
230134,"名神京都南インター, 高雄方面, 具体的な地名"
190465,"ＪＲ京都駅（新幹線）, 東福寺周辺, 東寺周辺, ＪＲ京都駅（新幹線）"
260386,"具体的な地名, 東福寺周辺, 伏見稲荷大社周辺, 京都駅周辺, 具体的な地名, 不明"
310942,"京都市内の宿泊施設, 二条城周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
190290,"ＪＲ京都駅（新幹線）, 京都駅周辺, 具体的な地名, 東寺周辺, 京都駅周辺, 京都駅周辺, 不明"
180294,"ＪＲ京都駅（新幹線）, 京都市内の宿泊施設"
60107,"国道１号大阪方面, 二条城周辺, 嵐山方面, 国道１号大阪方面"
150327,None
70195,"京阪駅, 祇園方面, 清水寺周辺, 三十三間堂周辺, 東福寺周辺, 伏見稲荷大社周辺, 下鴨神社周辺, 北山通周辺, 京阪駅"
10813,"国道24号宇治奈良方面, 嵐山方面, 下鴨神社周辺, 清水寺周辺, 国道24号宇治奈良方面"
200073,"名神京都南インター, 具体的な地名, 不明"
60304,"国道１号大阪方面, 二条駅周辺, 国道１号大阪方面"
290409,None
170142,"京都市内の宿泊施設, 東福寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
200005,"阪急駅, 上賀茂神社周辺, 北山通周辺, 下鴨神社周辺, 河原町・新京極方面, 阪急駅"
330370,"京阪駅, 大原・八瀬方面, 鞍馬方面, 不明"
150388,"京阪駅, 大原・八瀬方面, 鞍馬方面, 京阪駅"
300743,"京都市内の宿泊施設, 修学院・詩仙堂周辺, 修学院・詩仙堂周辺, 具体的な地名, 伏見稲荷大社周辺, ＪＲ京都駅（新幹線）"
30082,"京阪駅, 平安神宮周辺, 河原町・新京極方面, 祇園方面, 京阪駅"
290064,"京都市営地下鉄の駅, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, その他ＪＲ駅"
100025,None
210102,"京阪駅, 下鴨神社周辺, 御所周辺, 具体的な地名, 近鉄駅"
50432,None
280218,"京阪駅, 祇園方面, 清水寺周辺, 祇園方面, 河原町・新京極方面, 阪急駅"
240175,None
240017,"京都市内の自宅・知人宅, 清水寺周辺, 上賀茂神社周辺, 北山通周辺, 金閣寺周辺, 大徳寺周辺, 京都駅周辺, 河原町・新京極方面, 不明"
130226,"阪急駅, 高雄方面, 衣笠・御室方面, 花園方面, 平安神宮周辺, 阪急駅"
240016,"京都市内の自宅・知人宅, 清水寺周辺, 上賀茂神社周辺, 北山通周辺, 金閣寺周辺, 大徳寺周辺, 京都駅周辺, 河原町・新京極方面, 不明"
70182,None
60094,"京都市内の宿泊施設, 二条城周辺, 嵐山方面, 大徳寺周辺, 名神京都東インター"
230116,"京都市内の宿泊施設, 嵯峨野方面, 高雄方面, 東寺周辺, 城南宮周辺"
10024,"京都市内の自宅・知人宅, 清水寺周辺, 不明"
110080,"京都市内の自宅・知人宅, 大原・八瀬方面, 京都駅周辺, 具体的な地名, 京都駅周辺, 京都市内の自宅・知人宅"
311033,"不明, 哲学の道周辺, 不明"
340010,"河原町・新京極方面, 北山通周辺, 具体的な地名, 具体的な地名, 具体的な地名, ＪＲ京都駅（新幹線）"
30186,"阪急駅, 嵐山方面, 嵯峨野方面, 河原町・新京極方面, 祇園方面, 清水寺周辺, 祇園方面, 平安神宮周辺, 京都市営地下鉄の駅"
250274,"ＪＲ京都駅（在来線）, 東福寺周辺, 祇園方面, 清水寺周辺, 祇園方面, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（在来線）"
180123,"京都市営地下鉄の駅, 醍醐寺周辺, 不明"
50343,"近鉄駅, 銀閣寺周辺, 平安神宮周辺, 河原町・新京極方面, 祇園方面, 近鉄駅"
20389,"国道９号亀岡方面, 嵐山方面, 不明"
230071,"京都市内の宿泊施設, 高雄方面, 衣笠・御室方面, 祇園方面, ＪＲ京都駅（新幹線）"
270064,"京阪駅, 東福寺周辺, 鞍馬方面, 不明"
310065,"京都市内の宿泊施設, 鞍馬方面, 修学院・詩仙堂周辺, 河原町・新京極方面, 京都駅周辺, 東寺周辺, 京都市内の宿泊施設"
190300,None
250451,"不明, 祇園方面, 祇園方面, 不明"
50377,"近鉄駅, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 河原町・新京極方面, 阪急駅"
240445,"ＪＲ京都駅（新幹線）, 清水寺周辺, 祇園方面, 河原町・新京極方面, 京都駅周辺, 京都駅周辺"
160334,"不明, 祇園方面, 清水寺周辺, 三十三間堂周辺, 京都駅周辺, 不明"
240063,"ＪＲ京都駅（新幹線）, 祇園方面, 清水寺周辺, 三十三間堂周辺, 東寺周辺, ＪＲ京都駅（新幹線）, 京都市内の宿泊施設"
70391,"不明, 京都駅周辺, 具体的な地名, 具体的な地名, 京都駅周辺, 不明"
100489,"京都市内の宿泊施設, 嵯峨野方面, 京都市内の宿泊施設"
311479,None
310419,"ＪＲ京都駅（新幹線）, 清水寺周辺, 祇園方面, 河原町・新京極方面, 具体的な地名, 不明"
130336,"阪急駅, 衣笠・御室方面, 太秦方面, 嵐山方面, 阪急駅"
70226,"京阪駅, 具体的な地名, 具体的な地名, 不明"
160047,"ＪＲ京都駅（新幹線）, 京都駅周辺, 河原町・新京極方面, 祇園方面, 河原町・新京極方面, 京都市内の宿泊施設"
120017,None
130163,"京都市内の宿泊施設, 嵐山方面, 嵯峨野方面, 衣笠・御室方面, 二条城周辺, 河原町・新京極方面, 祇園方面, 京都市内の宿泊施設"
220375,"ＪＲ京都駅（新幹線）, 嵐山方面, 松尾大社周辺, 嵐山方面, ＪＲ京都駅（在来線）"
100476,"京都市内の自宅・知人宅, 具体的な地名, 嵐山方面, 嵯峨野方面, 嵯峨野方面, 嵯峨野方面, 三十三間堂周辺, 不明"
210228,"国道24号宇治奈良方面, 嵐山方面, 下鴨神社周辺, 清水寺周辺, 不明"
120153,"ＪＲ京都駅（新幹線）, 東福寺周辺, 修学院・詩仙堂周辺, 大徳寺周辺, 嵐山方面, 祇園方面, 不明"
330093,"京阪駅, 御所周辺, 具体的な地名, 大徳寺周辺, 京阪駅"
200252,"国道24号宇治奈良方面, 上賀茂神社周辺, 北野天満宮周辺, 国道24号宇治奈良方面"
100318,"阪急駅, 嵯峨野方面, 嵐山方面, ＪＲ京都駅（新幹線）"
160105,"具体的な地名, 京都駅周辺, 不明"
180199,"京都市内の自宅・知人宅, 三十三間堂周辺, 河原町・新京極方面, 醍醐寺周辺, 河原町・新京極方面, 京都市営地下鉄の駅"
160306,"近鉄駅, 上賀茂神社周辺, 河原町・新京極方面, 京都駅周辺, 近鉄駅"
330281,"京阪駅, 不明, 修学院・詩仙堂周辺, 京阪駅"
340043,"京都市内の自宅・知人宅, 河原町・新京極方面, 桂離宮周辺"
70359,"京都市内の宿泊施設, 嵐山方面, 嵯峨野方面, 嵐山方面, 京都市内の宿泊施設"
330115,"その他ＪＲ駅, 高雄方面, 銀閣寺周辺, 清水寺周辺, 不明"
340019,"阪急駅, 河原町・新京極方面, 二条駅周辺, 嵐山方面, 嵐山方面"
310282,"阪急駅, 下鴨神社周辺, 不明"
80434,"具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
80541,"ＪＲ京都駅（在来線）, 河原町・新京極方面, 哲学の道周辺, 河原町・新京極方面, 京都市内の宿泊施設"
